_id,date,gender,race,agebook,agecurr
59639,1/26/2018,F,B,45,45
59640,1/26/2018,F,B,22,22
59641,1/26/2018,F,W,30,31
59642,1/26/2018,F,W,25,25
59643,1/26/2018,F,B,24,25
59644,1/26/2018,F,W,24,24
59645,1/26/2018,F,B,36,36
59646,1/26/2018,F,B,44,44
59647,1/26/2018,F,W,25,26
59648,1/26/2018,F,B,30,31
59649,1/26/2018,F,W,22,22
59650,1/26/2018,F,W,35,36
59651,1/26/2018,F,B,26,26
59652,1/26/2018,F,W,23,24
59653,1/26/2018,F,W,47,47
59654,1/26/2018,F,W,28,28
59655,1/26/2018,F,B,29,29
59656,1/26/2018,F,B,27,27
59657,1/26/2018,F,B,27,27
59658,1/26/2018,F,W,34,34
59659,1/26/2018,F,W,51,51
59660,1/26/2018,F,W,30,30
59661,1/26/2018,F,B,51,51
59662,1/26/2018,F,W,37,37
59663,1/26/2018,F,W,35,35
59664,1/26/2018,F,W,36,36
59665,1/26/2018,F,W,23,23
59666,1/26/2018,F,W,27,28
59667,1/26/2018,F,W,34,34
59668,1/26/2018,F,W,26,26
59669,1/26/2018,F,W,35,36
59670,1/26/2018,F,W,36,36
59671,1/26/2018,F,B,26,26
59672,1/26/2018,F,B,34,34
59673,1/26/2018,F,W,27,28
59674,1/26/2018,F,W,36,37
59675,1/26/2018,F,W,24,24
59676,1/26/2018,F,W,36,36
59677,1/26/2018,F,W,40,40
59678,1/26/2018,F,W,26,26
59679,1/26/2018,F,W,35,35
59680,1/26/2018,F,B,20,21
59681,1/26/2018,F,W,33,33
59682,1/26/2018,F,W,40,40
59683,1/26/2018,F,W,30,30
59684,1/26/2018,F,B,21,21
59685,1/26/2018,F,B,20,20
59686,1/26/2018,F,B,32,32
59687,1/26/2018,F,B,40,40
59688,1/26/2018,F,B,41,41
59689,1/26/2018,F,W,32,32
59690,1/26/2018,F,W,28,28
59691,1/26/2018,F,W,42,42
59692,1/26/2018,F,W,38,38
59693,1/26/2018,F,W,34,34
59694,1/26/2018,F,B,36,36
59695,1/26/2018,F,B,26,26
59696,1/26/2018,F,W,27,27
59697,1/26/2018,F,W,27,27
59698,1/26/2018,F,B,37,37
59699,1/26/2018,F,B,31,31
59700,1/26/2018,F,W,30,30
59701,1/26/2018,F,B,51,51
59702,1/26/2018,F,B,29,29
59703,1/26/2018,F,W,35,35
59704,1/26/2018,F,W,31,31
59705,1/26/2018,F,W,46,46
59706,1/26/2018,F,B,40,40
59707,1/26/2018,F,B,25,25
59708,1/26/2018,F,B,24,24
59709,1/26/2018,F,H,59,59
59710,1/26/2018,F,B,22,22
59711,1/26/2018,F,U,38,38
59712,1/26/2018,F,W,36,36
59713,1/26/2018,F,W,40,40
59714,1/26/2018,F,W,36,36
59715,1/26/2018,F,W,54,54
59716,1/26/2018,F,B,38,38
59717,1/26/2018,F,W,25,25
59718,1/26/2018,F,B,26,26
59719,1/26/2018,F,W,24,27
59720,1/26/2018,F,B,21,23
59721,1/26/2018,F,W,46,47
59722,1/26/2018,F,W,21,21
59723,1/26/2018,F,B,56,57
59724,1/26/2018,F,B,19,20
59725,1/26/2018,F,W,36,37
59726,1/26/2018,F,W,32,33
59727,1/26/2018,F,W,43,43
59728,1/26/2018,F,B,39,40
59729,1/26/2018,F,W,28,29
59730,1/26/2018,F,W,28,28
59731,1/26/2018,F,B,29,29
59732,1/26/2018,F,W,34,34
59733,1/26/2018,F,B,28,28
59734,1/26/2018,F,B,29,29
59735,1/26/2018,F,W,35,35
59736,1/26/2018,F,W,31,31
59737,1/26/2018,F,W,25,25
59738,1/26/2018,F,B,28,28
59739,1/26/2018,F,W,20,20
59740,1/26/2018,F,W,45,45
59741,1/26/2018,F,B,35,35
59742,1/26/2018,F,W,25,25
59743,1/26/2018,F,W,25,26
59744,1/26/2018,F,W,42,43
59745,1/26/2018,F,W,28,28
59746,1/26/2018,F,W,28,28
59747,1/26/2018,F,W,41,42
59748,1/26/2018,F,B,22,22
59749,1/26/2018,F,B,43,43
59750,1/26/2018,F,W,31,31
59751,1/26/2018,F,W,36,36
59752,1/26/2018,F,W,36,36
59753,1/26/2018,F,W,27,28
59754,1/26/2018,F,W,47,47
59755,1/26/2018,F,W,24,24
59756,1/26/2018,F,W,28,28
59757,1/26/2018,F,W,33,34
59758,1/26/2018,F,W,32,32
59759,1/26/2018,F,W,57,57
59760,1/26/2018,F,W,40,40
59761,1/26/2018,F,W,25,25
59762,1/26/2018,F,B,35,35
59763,1/26/2018,F,B,31,31
59764,1/26/2018,F,W,56,56
59765,1/26/2018,F,W,43,43
59766,1/26/2018,F,W,26,26
59767,1/26/2018,F,W,44,44
59768,1/26/2018,F,W,34,34
59769,1/26/2018,F,W,31,31
59770,1/26/2018,F,B,31,31
59771,1/26/2018,F,W,24,24
59772,1/26/2018,F,W,37,37
59773,1/26/2018,F,W,33,34
59774,1/26/2018,F,B,28,28
59775,1/26/2018,F,W,30,30
59776,1/26/2018,F,B,18,18
59777,1/26/2018,F,W,38,38
59778,1/26/2018,F,W,39,39
59779,1/26/2018,F,W,34,34
59780,1/26/2018,F,B,53,53
59781,1/26/2018,F,W,36,36
59782,1/26/2018,F,W,29,29
59783,1/26/2018,F,W,24,24
59784,1/26/2018,F,W,24,24
59785,1/26/2018,F,W,27,27
59786,1/26/2018,F,W,43,43
59787,1/26/2018,F,W,37,37
59788,1/26/2018,F,A,53,53
59789,1/26/2018,F,B,34,34
59790,1/26/2018,F,W,23,23
59791,1/26/2018,F,A,46,46
59792,1/26/2018,F,B,33,33
59793,1/26/2018,F,W,24,26
59794,1/26/2018,F,B,21,23
59795,1/26/2018,F,B,17,19
59796,1/26/2018,F,B,42,44
59797,1/26/2018,F,B,37,39
59798,1/26/2018,F,B,43,45
59799,1/26/2018,F,B,21,23
59800,1/26/2018,F,W,24,26
59801,1/26/2018,F,B,58,59
59802,1/26/2018,F,W,19,20
59803,1/26/2018,F,B,20,21
59804,1/26/2018,F,W,46,47
59805,1/26/2018,F,W,34,34
59806,1/26/2018,F,W,38,39
59807,1/26/2018,F,W,38,39
59808,1/26/2018,F,B,21,22
59809,1/26/2018,F,B,21,21
59810,1/26/2018,F,A,23,24
59811,1/26/2018,F,W,37,38
59812,1/26/2018,F,B,26,26
59813,1/26/2018,F,W,24,24
59814,1/26/2018,F,B,36,37
59815,1/26/2018,F,W,32,32
59816,1/26/2018,F,B,38,39
59817,1/26/2018,F,W,24,25
59818,1/26/2018,F,W,29,30
59819,1/26/2018,F,W,32,33
59820,1/26/2018,F,B,30,30
59821,1/26/2018,F,W,25,25
59822,1/26/2018,F,W,27,27
59823,1/26/2018,F,B,23,23
59824,1/26/2018,F,B,47,47
59825,1/26/2018,F,B,30,30
59826,1/26/2018,F,B,34,35
59827,1/26/2018,F,B,31,32
59828,1/26/2018,F,B,26,27
59829,1/26/2018,F,B,26,26
59830,1/26/2018,F,W,44,44
59831,1/26/2018,F,B,25,25
59832,1/26/2018,F,W,38,38
59833,1/26/2018,F,W,27,27
59834,1/26/2018,F,B,36,36
59835,1/26/2018,F,B,38,38
59836,1/26/2018,F,W,32,32
59837,1/26/2018,F,B,30,30
59838,1/26/2018,F,B,25,25
59839,1/26/2018,F,B,32,33
59840,1/26/2018,F,W,21,21
59841,1/26/2018,F,B,52,52
59842,1/26/2018,F,B,52,52
59843,1/26/2018,F,B,34,34
59844,1/26/2018,F,B,58,58
59845,1/26/2018,F,W,23,24
59846,1/26/2018,F,W,34,34
59847,1/26/2018,F,W,28,29
59848,1/26/2018,F,W,26,26
59849,1/26/2018,F,B,54,54
59850,1/26/2018,F,W,28,28
59851,1/26/2018,F,W,30,30
59852,1/26/2018,F,B,41,41
59853,1/26/2018,F,W,54,54
59854,1/26/2018,F,W,39,39
59855,1/26/2018,F,W,32,32
59856,1/26/2018,F,B,19,20
59857,1/26/2018,F,B,26,26
59858,1/26/2018,F,W,23,23
59859,1/26/2018,F,W,44,44
59860,1/26/2018,F,W,40,40
59861,1/26/2018,F,W,43,43
59862,1/26/2018,F,B,23,23
59863,1/26/2018,F,W,32,32
59864,1/26/2018,F,W,35,35
59865,1/26/2018,F,B,31,31
59866,1/26/2018,F,W,34,34
59867,1/26/2018,F,B,48,48
59868,1/26/2018,F,W,48,48
59869,1/26/2018,F,W,43,43
59870,1/26/2018,F,W,18,19
59871,1/26/2018,F,W,35,35
59872,1/26/2018,F,B,23,23
59873,1/26/2018,F,W,37,37
59874,1/26/2018,F,W,39,39
59875,1/26/2018,F,W,25,25
59876,1/26/2018,F,W,26,26
59877,1/26/2018,F,B,41,41
59878,1/26/2018,F,W,52,52
59879,1/26/2018,F,W,26,26
59880,1/26/2018,F,B,25,25
59881,1/26/2018,F,W,52,52
59882,1/26/2018,F,W,34,34
59883,1/26/2018,F,W,42,42
59884,1/26/2018,F,W,23,23
59885,1/26/2018,F,B,37,37
59886,1/26/2018,M,B,28,30
59887,1/26/2018,M,W,64,66
59888,1/26/2018,F,W,70,71
59889,1/26/2018,M,B,62,62
59890,1/26/2018,M,B,67,68
59891,1/26/2018,M,B,41,42
59892,1/26/2018,M,B,57,57
59893,1/26/2018,M,W,63,63
59894,1/26/2018,F,W,56,56
59895,1/26/2018,F,W,57,57
59896,1/26/2018,M,B,72,73
59897,1/26/2018,M,B,31,32
59898,1/26/2018,M,W,57,57
59899,1/26/2018,F,W,52,52
59900,1/26/2018,M,B,26,26
59901,1/26/2018,M,B,53,53
59902,1/26/2018,M,B,29,29
59903,1/26/2018,M,B,76,76
59904,1/26/2018,M,B,40,41
59905,1/26/2018,F,B,49,50
59906,1/26/2018,M,B,27,27
59907,1/26/2018,F,W,34,34
59908,1/26/2018,M,B,21,21
59909,1/26/2018,M,B,32,32
59910,1/26/2018,M,B,35,35
59911,1/26/2018,F,W,31,31
59912,1/26/2018,M,B,31,31
59913,1/26/2018,M,B,26,26
59914,1/26/2018,F,W,29,29
59915,1/26/2018,F,W,22,22
59916,1/26/2018,M,W,29,29
59917,1/26/2018,M,W,38,38
59918,1/26/2018,F,W,52,52
59919,1/26/2018,M,W,24,24
59920,1/26/2018,M,W,30,30
59921,1/26/2018,M,W,25,26
59922,1/26/2018,M,W,26,26
59923,1/26/2018,M,B,55,55
59924,1/26/2018,M,W,45,45
59925,1/26/2018,M,W,73,73
59926,1/26/2018,M,W,29,29
59927,1/26/2018,M,B,20,20
59928,1/26/2018,M,B,39,39
59929,1/26/2018,M,B,22,22
59930,1/26/2018,M,B,23,23
59931,1/26/2018,M,W,32,32
59932,1/26/2018,M,B,32,35
59933,1/26/2018,M,B,34,36
59934,1/26/2018,M,B,33,35
59935,1/26/2018,M,B,26,28
59936,1/26/2018,M,B,35,36
59937,1/26/2018,M,B,27,28
59938,1/26/2018,M,B,30,31
59939,1/26/2018,M,B,39,40
59940,1/26/2018,M,W,28,29
59941,1/26/2018,M,B,23,23
59942,1/26/2018,M,B,58,58
59943,1/26/2018,M,W,56,57
59944,1/26/2018,M,B,29,29
59945,1/26/2018,M,W,42,42
59946,1/26/2018,M,B,59,60
59947,1/26/2018,M,W,32,32
59948,1/26/2018,M,W,30,30
59949,1/26/2018,M,B,23,23
59950,1/26/2018,M,W,24,24
59951,1/26/2018,M,W,48,48
59952,1/26/2018,M,B,53,53
59953,1/26/2018,M,B,24,24
59954,1/26/2018,M,B,30,30
59955,1/26/2018,M,W,45,48
59956,1/26/2018,M,B,31,33
59957,1/26/2018,M,B,25,27
59958,1/26/2018,M,W,60,61
59959,1/26/2018,M,B,28,29
59960,1/26/2018,M,B,74,75
59961,1/26/2018,M,B,32,33
59962,1/26/2018,M,B,47,48
59963,1/26/2018,M,W,23,24
59964,1/26/2018,M,B,53,54
59965,1/26/2018,M,W,51,52
59966,1/26/2018,M,B,30,31
59967,1/26/2018,M,B,29,29
59968,1/26/2018,M,W,55,56
59969,1/26/2018,M,B,25,26
59970,1/26/2018,M,W,52,53
59971,1/26/2018,M,W,35,35
59972,1/26/2018,M,W,26,27
59973,1/26/2018,M,W,31,32
59974,1/26/2018,M,W,46,47
59975,1/26/2018,M,W,34,35
59976,1/26/2018,M,W,42,43
59977,1/26/2018,M,B,28,29
59978,1/26/2018,M,B,25,26
59979,1/26/2018,M,W,56,56
59980,1/26/2018,M,B,26,27
59981,1/26/2018,M,B,54,55
59982,1/26/2018,M,W,52,52
59983,1/26/2018,M,W,25,25
59984,1/26/2018,M,B,66,67
59985,1/26/2018,M,B,44,45
59986,1/26/2018,M,W,44,44
59987,1/26/2018,M,B,59,59
59988,1/26/2018,M,W,25,26
59989,1/26/2018,M,W,32,33
59990,1/26/2018,M,B,19,20
59991,1/26/2018,M,W,26,26
59992,1/26/2018,M,W,28,28
59993,1/26/2018,M,W,37,37
59994,1/26/2018,M,W,55,55
59995,1/26/2018,M,B,47,47
59996,1/26/2018,M,W,44,44
59997,1/26/2018,M,W,34,34
59998,1/26/2018,M,W,39,40
59999,1/26/2018,M,B,45,45
60000,1/26/2018,M,B,32,33
60001,1/26/2018,M,B,40,41
60002,1/26/2018,M,B,27,27
60003,1/26/2018,M,W,46,50
60004,1/26/2018,M,W,63,65
60005,1/26/2018,M,W,60,62
60006,1/26/2018,M,W,33,35
60007,1/26/2018,M,B,23,25
60008,1/26/2018,M,B,33,34
60009,1/26/2018,M,W,40,41
60010,1/26/2018,M,W,45,47
60011,1/26/2018,M,W,29,30
60012,1/26/2018,M,W,27,28
60013,1/26/2018,M,W,33,34
60014,1/26/2018,M,W,26,27
60015,1/26/2018,M,B,33,34
60016,1/26/2018,M,W,48,49
60017,1/26/2018,M,W,43,44
60018,1/26/2018,M,W,65,66
60019,1/26/2018,M,W,36,37
60020,1/26/2018,M,W,55,56
60021,1/26/2018,M,W,55,56
60022,1/26/2018,M,B,47,48
60023,1/26/2018,M,W,36,37
60024,1/26/2018,M,B,30,31
60025,1/26/2018,M,W,37,38
60026,1/26/2018,M,B,41,42
60027,1/26/2018,M,B,49,49
60028,1/26/2018,M,B,31,32
60029,1/26/2018,M,W,21,22
60030,1/26/2018,M,B,36,36
60031,1/26/2018,M,B,43,43
60032,1/26/2018,M,W,61,61
60033,1/26/2018,M,W,55,55
60034,1/26/2018,M,B,30,31
60035,1/26/2018,M,W,30,30
60036,1/26/2018,M,B,39,39
60037,1/26/2018,M,B,49,50
60038,1/26/2018,M,B,26,26
60039,1/26/2018,M,B,33,33
60040,1/26/2018,M,W,52,52
60041,1/26/2018,M,B,49,50
60042,1/26/2018,M,B,61,61
60043,1/26/2018,M,B,26,26
60044,1/26/2018,M,W,34,34
60045,1/26/2018,M,W,24,24
60046,1/26/2018,M,W,54,54
60047,1/26/2018,M,B,55,55
60048,1/26/2018,M,B,38,38
60049,1/26/2018,M,W,24,24
60050,1/26/2018,M,B,29,29
60051,1/26/2018,M,W,51,51
60052,1/26/2018,M,B,37,37
60053,1/26/2018,M,B,27,27
60054,1/26/2018,F,W,38,39
60055,1/26/2018,F,W,27,28
60056,1/26/2018,F,W,35,36
60057,1/26/2018,F,W,29,30
60058,1/26/2018,F,W,35,36
60059,1/26/2018,F,W,26,27
60060,1/26/2018,F,B,27,28
60061,1/26/2018,F,B,48,49
60062,1/26/2018,F,W,24,24
60063,1/26/2018,F,W,34,34
60064,1/26/2018,F,W,32,33
60065,1/26/2018,F,B,31,31
60066,1/26/2018,F,B,25,25
60067,1/26/2018,F,W,48,48
60068,1/26/2018,F,W,40,40
60069,1/26/2018,F,W,35,36
60070,1/26/2018,F,W,37,37
60071,1/26/2018,F,B,38,38
60072,1/26/2018,F,W,57,58
60073,1/26/2018,F,B,57,58
60074,1/26/2018,F,B,28,28
60075,1/26/2018,F,W,26,26
60076,1/26/2018,F,B,48,48
60077,1/26/2018,F,W,33,33
60078,1/26/2018,F,W,22,22
60079,1/26/2018,F,W,47,47
60080,1/26/2018,F,W,55,56
60081,1/26/2018,F,W,25,25
60082,1/26/2018,F,B,35,35
60083,1/26/2018,F,W,21,21
60084,1/26/2018,F,B,47,47
60085,1/26/2018,F,W,31,31
60086,1/26/2018,F,W,56,56
60087,1/26/2018,M,B,30,33
60088,1/26/2018,M,B,36,39
60089,1/26/2018,M,B,29,32
60090,1/26/2018,M,B,32,35
60091,1/26/2018,M,W,35,37
60092,1/26/2018,M,B,24,26
60093,1/26/2018,M,B,29,31
60094,1/26/2018,M,B,22,24
60095,1/26/2018,M,B,29,30
60096,1/26/2018,M,B,23,24
60097,1/26/2018,M,B,26,28
60098,1/26/2018,M,B,22,23
60099,1/26/2018,M,W,23,24
60100,1/26/2018,M,B,21,23
60101,1/26/2018,M,B,22,23
60102,1/26/2018,M,B,24,25
60103,1/26/2018,M,B,18,19
60104,1/26/2018,M,B,18,19
60105,1/26/2018,M,B,20,21
60106,1/26/2018,M,W,60,61
60107,1/26/2018,M,B,19,20
60108,1/26/2018,M,B,21,22
60109,1/26/2018,M,B,21,21
60110,1/26/2018,M,B,20,21
60111,1/26/2018,M,B,19,20
60112,1/26/2018,M,B,26,27
60113,1/26/2018,M,B,40,41
60114,1/26/2018,M,W,32,32
60115,1/26/2018,M,B,24,25
60116,1/26/2018,M,B,25,25
60117,1/26/2018,M,B,18,19
60118,1/26/2018,M,B,17,18
60119,1/26/2018,M,W,47,47
60120,1/26/2018,M,B,53,54
60121,1/26/2018,M,B,21,21
60122,1/26/2018,M,B,24,24
60123,1/26/2018,M,W,24,25
60124,1/26/2018,M,x,19,20
60125,1/26/2018,M,B,25,26
60126,1/26/2018,M,B,18,19
60127,1/26/2018,M,B,37,37
60128,1/26/2018,M,W,24,25
60129,1/26/2018,M,B,35,36
60130,1/26/2018,M,B,47,48
60131,1/26/2018,M,B,29,30
60132,1/26/2018,M,B,21,22
60133,1/26/2018,M,B,23,24
60134,1/26/2018,M,B,22,23
60135,1/26/2018,M,B,23,23
60136,1/26/2018,M,B,33,33
60137,1/26/2018,M,W,28,29
60138,1/26/2018,M,B,18,19
60139,1/26/2018,M,W,27,28
60140,1/26/2018,M,B,28,29
60141,1/26/2018,M,B,25,26
60142,1/26/2018,M,B,34,34
60143,1/26/2018,M,B,19,20
60144,1/26/2018,M,W,33,34
60145,1/26/2018,M,B,21,21
60146,1/26/2018,M,B,24,24
60147,1/26/2018,M,B,31,31
60148,1/26/2018,M,B,39,39
60149,1/26/2018,M,B,36,37
60150,1/26/2018,M,B,27,28
60151,1/26/2018,M,B,24,24
60152,1/26/2018,M,B,66,66
60153,1/26/2018,M,B,28,28
60154,1/26/2018,M,B,21,21
60155,1/26/2018,M,B,24,24
60156,1/26/2018,M,B,26,26
60157,1/26/2018,M,B,24,24
60158,1/26/2018,M,B,26,26
60159,1/26/2018,M,B,23,23
60160,1/26/2018,M,B,27,27
60161,1/26/2018,M,B,30,30
60162,1/26/2018,M,B,25,26
60163,1/26/2018,M,B,19,19
60164,1/26/2018,M,B,25,25
60165,1/26/2018,M,B,30,30
60166,1/26/2018,M,B,34,34
60167,1/26/2018,M,H,40,40
60168,1/26/2018,M,B,24,24
60169,1/26/2018,M,B,24,24
60170,1/26/2018,M,B,23,23
60171,1/26/2018,M,W,28,28
60172,1/26/2018,M,B,22,25
60173,1/26/2018,M,B,29,31
60174,1/26/2018,M,B,24,25
60175,1/26/2018,M,H,35,36
60176,1/26/2018,M,B,21,22
60177,1/26/2018,M,B,23,25
60178,1/26/2018,M,B,28,29
60179,1/26/2018,M,W,29,30
60180,1/26/2018,M,B,23,24
60181,1/26/2018,M,W,37,38
60182,1/26/2018,M,B,26,27
60183,1/26/2018,M,B,33,33
60184,1/26/2018,M,B,25,25
60185,1/26/2018,M,B,28,29
60186,1/26/2018,M,B,26,27
60187,1/26/2018,M,B,33,34
60188,1/26/2018,M,B,54,54
60189,1/26/2018,M,B,25,26
60190,1/26/2018,M,B,39,40
60191,1/26/2018,M,B,25,25
60192,1/26/2018,M,B,37,37
60193,1/26/2018,M,B,23,23
60194,1/26/2018,M,B,24,25
60195,1/26/2018,M,B,20,20
60196,1/26/2018,M,B,27,27
60197,1/26/2018,M,B,29,29
60198,1/26/2018,M,B,20,21
60199,1/26/2018,M,U,67,67
60200,1/26/2018,M,B,18,19
60201,1/26/2018,M,W,49,50
60202,1/26/2018,M,B,19,20
60203,1/26/2018,M,B,24,24
60204,1/26/2018,M,B,23,23
60205,1/26/2018,M,B,36,37
60206,1/26/2018,M,B,25,26
60207,1/26/2018,M,B,33,34
60208,1/26/2018,M,B,40,40
60209,1/26/2018,M,B,22,23
60210,1/26/2018,M,B,25,25
60211,1/26/2018,M,B,28,28
60212,1/26/2018,M,B,26,27
60213,1/26/2018,M,B,24,24
60214,1/26/2018,M,B,23,23
60215,1/26/2018,M,B,26,27
60216,1/26/2018,M,B,25,25
60217,1/26/2018,M,B,25,25
60218,1/26/2018,M,W,28,29
60219,1/26/2018,M,B,21,21
60220,1/26/2018,M,B,34,34
60221,1/26/2018,M,B,21,21
60222,1/26/2018,M,B,33,33
60223,1/26/2018,M,B,26,27
60224,1/26/2018,M,B,21,21
60225,1/26/2018,M,B,32,32
60226,1/26/2018,M,W,23,23
60227,1/26/2018,M,B,61,61
60228,1/26/2018,M,B,21,21
60229,1/26/2018,M,B,25,25
60230,1/26/2018,M,B,21,21
60231,1/26/2018,M,B,29,29
60232,1/26/2018,M,B,21,21
60233,1/26/2018,M,B,21,21
60234,1/26/2018,M,B,29,29
60235,1/26/2018,M,B,35,35
60236,1/26/2018,M,B,29,29
60237,1/26/2018,M,B,28,28
60238,1/26/2018,M,W,24,24
60239,1/26/2018,M,B,20,23
60240,1/26/2018,M,W,37,39
60241,1/26/2018,M,B,17,19
60242,1/26/2018,M,B,61,63
60243,1/26/2018,M,B,20,22
60244,1/26/2018,M,B,19,21
60245,1/26/2018,M,B,18,19
60246,1/26/2018,M,B,37,39
60247,1/26/2018,M,B,45,47
60248,1/26/2018,M,B,23,24
60249,1/26/2018,M,B,29,31
60250,1/26/2018,M,W,65,67
60251,1/26/2018,M,W,44,45
60252,1/26/2018,M,W,21,22
60253,1/26/2018,M,B,48,49
60254,1/26/2018,M,W,50,51
60255,1/26/2018,M,B,48,49
60256,1/26/2018,M,W,19,20
60257,1/26/2018,M,W,25,26
60258,1/26/2018,M,B,35,36
60259,1/26/2018,M,B,27,28
60260,1/26/2018,M,W,35,36
60261,1/26/2018,M,W,48,49
60262,1/26/2018,M,B,25,25
60263,1/26/2018,M,W,34,34
60264,1/26/2018,M,B,19,20
60265,1/26/2018,M,B,31,32
60266,1/26/2018,M,B,34,35
60267,1/26/2018,M,B,19,20
60268,1/26/2018,M,W,60,61
60269,1/26/2018,M,B,25,25
60270,1/26/2018,M,B,62,62
60271,1/26/2018,M,W,44,45
60272,1/26/2018,M,B,59,60
60273,1/26/2018,M,W,29,29
60274,1/26/2018,M,W,35,36
60275,1/26/2018,M,B,24,24
60276,1/26/2018,M,W,61,61
60277,1/26/2018,M,B,57,58
60278,1/26/2018,M,B,27,27
60279,1/26/2018,M,B,26,27
60280,1/26/2018,M,B,22,22
60281,1/26/2018,M,W,59,60
60282,1/26/2018,M,B,20,20
60283,1/26/2018,M,W,31,32
60284,1/26/2018,M,W,53,53
60285,1/26/2018,M,B,28,28
60286,1/26/2018,M,B,31,32
60287,1/26/2018,M,W,59,60
60288,1/26/2018,M,W,27,28
60289,1/26/2018,M,B,22,23
60290,1/26/2018,M,B,21,22
60291,1/26/2018,M,W,20,21
60292,1/26/2018,M,B,33,33
60293,1/26/2018,M,W,36,36
60294,1/26/2018,M,B,33,33
60295,1/26/2018,M,W,60,61
60296,1/26/2018,M,B,53,53
60297,1/26/2018,M,B,31,31
60298,1/26/2018,M,W,35,36
60299,1/26/2018,M,W,48,48
60300,1/26/2018,M,W,30,30
60301,1/26/2018,M,W,28,28
60302,1/26/2018,M,B,40,40
60303,1/26/2018,M,W,28,29
60304,1/26/2018,M,B,35,35
60305,1/26/2018,M,B,23,23
60306,1/26/2018,M,W,43,43
60307,1/26/2018,M,B,22,22
60308,1/26/2018,M,B,21,21
60309,1/26/2018,M,B,23,23
60310,1/26/2018,M,B,23,23
60311,1/26/2018,M,W,48,48
60312,1/26/2018,M,B,50,51
60313,1/26/2018,M,W,47,47
60314,1/26/2018,M,B,26,26
60315,1/26/2018,M,B,24,24
60316,1/26/2018,M,B,18,23
60317,1/26/2018,M,B,56,61
60318,1/26/2018,M,B,22,26
60319,1/26/2018,M,W,30,32
60320,1/26/2018,M,B,17,20
60321,1/26/2018,M,B,17,19
60322,1/26/2018,M,B,60,62
60323,1/26/2018,M,W,48,50
60324,1/26/2018,M,B,21,23
60325,1/26/2018,M,W,22,23
60326,1/26/2018,M,B,26,27
60327,1/26/2018,M,W,22,23
60328,1/26/2018,M,W,35,37
60329,1/26/2018,M,B,53,55
60330,1/26/2018,M,B,20,22
60331,1/26/2018,M,B,23,24
60332,1/26/2018,M,B,24,25
60333,1/26/2018,M,B,29,30
60334,1/26/2018,M,W,25,26
60335,1/26/2018,M,B,31,32
60336,1/26/2018,M,B,19,20
60337,1/26/2018,M,W,25,26
60338,1/26/2018,M,W,47,48
60339,1/26/2018,M,W,38,39
60340,1/26/2018,M,W,42,43
60341,1/26/2018,M,B,33,33
60342,1/26/2018,M,W,51,52
60343,1/26/2018,M,W,31,32
60344,1/26/2018,M,W,35,35
60345,1/26/2018,M,B,31,32
60346,1/26/2018,M,B,38,38
60347,1/26/2018,M,B,20,21
60348,1/26/2018,M,B,36,37
60349,1/26/2018,M,W,30,31
60350,1/26/2018,M,B,21,21
60351,1/26/2018,M,B,31,31
60352,1/26/2018,M,W,35,36
60353,1/26/2018,M,B,25,26
60354,1/26/2018,M,B,28,28
60355,1/26/2018,M,B,24,24
60356,1/26/2018,M,B,27,28
60357,1/26/2018,M,W,29,29
60358,1/26/2018,M,W,26,27
60359,1/26/2018,M,W,23,23
60360,1/26/2018,M,B,24,24
60361,1/26/2018,M,B,23,24
60362,1/26/2018,M,W,40,40
60363,1/26/2018,M,B,19,20
60364,1/26/2018,M,W,18,18
60365,1/26/2018,M,B,18,18
60366,1/26/2018,M,B,35,36
60367,1/26/2018,M,W,23,23
60368,1/26/2018,M,W,37,38
60369,1/26/2018,M,B,30,31
60370,1/26/2018,M,W,46,47
60371,1/26/2018,M,W,31,31
60372,1/26/2018,M,B,30,31
60373,1/26/2018,M,B,30,30
60374,1/26/2018,M,W,24,24
60375,1/26/2018,M,B,30,30
60376,1/26/2018,M,B,24,24
60377,1/26/2018,M,B,48,48
60378,1/26/2018,M,B,19,24
60379,1/26/2018,M,W,33,36
60380,1/26/2018,M,B,34,37
60381,1/26/2018,M,B,22,25
60382,1/26/2018,M,B,21,23
60383,1/26/2018,M,B,19,22
60384,1/26/2018,M,B,21,23
60385,1/26/2018,M,B,27,29
60386,1/26/2018,M,B,20,21
60387,1/26/2018,M,B,22,24
60388,1/26/2018,M,B,21,22
60389,1/26/2018,M,B,20,21
60390,1/26/2018,M,B,22,24
60391,1/26/2018,M,B,18,19
60392,1/26/2018,M,W,27,29
60393,1/26/2018,M,B,19,20
60394,1/26/2018,M,B,26,27
60395,1/26/2018,M,B,30,31
60396,1/26/2018,M,B,44,46
60397,1/26/2018,M,B,26,27
60398,1/26/2018,M,W,29,30
60399,1/26/2018,M,B,28,29
60400,1/26/2018,M,B,20,21
60401,1/26/2018,M,B,23,24
60402,1/26/2018,M,B,23,24
60403,1/26/2018,M,B,23,24
60404,1/26/2018,M,B,27,28
60405,1/26/2018,M,B,42,42
60406,1/26/2018,M,B,23,24
60407,1/26/2018,M,B,24,24
60408,1/26/2018,M,B,34,34
60409,1/26/2018,M,B,19,20
60410,1/26/2018,M,B,22,22
60411,1/26/2018,M,B,23,24
60412,1/26/2018,M,B,25,25
60413,1/26/2018,M,B,26,26
60414,1/26/2018,M,W,50,50
